"","seqnames","start","end","width","strand","no.cpgs","min_smoothed_fdr","Stouffer","HMFDR","Fisher","maxdiff","meandiff","overlapping.genes"
"1066","chr6",33175225,33176673,1449,"*",24,4.16495771911139e-33,6.66306762611279e-22,0.0010158912672922,6.24790797218333e-20,0.0643382503356248,0.0121708429799473,"MIR219-1, RING1"
"1067","chr16",55512806,55513961,1156,"*",11,6.937333742945e-30,4.79371228636967e-22,5.57424941585879e-05,6.39155487911152e-20,0.271725476615819,0.161749964419549,"MMP2"
"1068","chr7",156685824,156686178,355,"*",7,1.15539960379581e-28,1.3193087890931e-21,2.17777918199361e-05,6.48076898594618e-20,0.00749642212291718,0.00462644600591413,"LMBR1"
"1069","chr2",128458240,128458845,606,"*",7,2.37947488269333e-29,3.91435663315252e-21,1.5888542992133e-05,6.6048415616942e-20,-0.289154906405912,-0.190145884447575,"SFT2D3, WDR33"
"1070","chr17",27717136,27718261,1126,"*",13,7.30187857629347e-31,1.62069546295049e-18,7.9055047593103e-06,6.6379689208223e-20,0.0148805638502192,0.00489318207784095,"RP11-296K13.4, TAOK1, MIR4523, MIR4523"
"1071","chr12",123717050,123718706,1657,"*",17,8.36202080156432e-29,1.77853212641334e-17,6.80791923893448e-06,6.75588937798124e-20,0.0625536876064665,0.0116676480935843,"C12orf65, MPHOSPH9"
"1072","chr2",161349579,161350826,1248,"*",12,7.78880969766959e-29,4.37302687197937e-21,2.58990633884502e-05,6.78008104964034e-20,0.0609887693013084,0.015047010196186,"RBMS1"
"1073","chr17",7122846,7123994,1149,"*",13,3.43054225646053e-34,4.90197531235501e-17,8.31712473083339e-07,6.87188945582414e-20,0.0105261234950529,0.00577741517942552,"ACADVL, DLG4"
"1074","chr1",234667363,234667549,187,"*",4,7.02456018293177e-29,6.29256001143178e-21,1.95571653465052e-08,6.91852675289308e-20,0.269439146739438,0.234344949481418,"RP5-855F14.1"
"1075","chr12",127940086,127940906,821,"*",3,1.21398907336489e-32,5.12040458230354e-17,8.62777971137937e-12,6.95254756197726e-20,0.362395169659278,0.236287883234502,NA
"1076","chr5",140753415,140754314,900,"*",10,1.33884953103165e-28,2.89759663085661e-22,0.000111657694371764,7.214340965187e-20,0.260724355776643,0.180264076653666,"PCDHGA1, PCDHGA2, PCDHGA3, PCDHGB1, PCDHGA4, PCDHGB2, PCDHGA5, PCDHGB3, PCDHGA6"
"1077","chr12",122241139,122242921,1783,"*",17,6.62277989344355e-24,5.87074150349619e-20,5.81036158590857e-05,7.2952780008014e-20,0.0177793740862597,0.00649657660573883,"SETD1B, RHOF, AC084018.1"
"1078","chr10",43393209,43394054,846,"*",4,1.32982168862669e-35,7.20563037006547e-18,5.18570214466394e-14,7.82610456816562e-20,0.415739055834779,0.243430849878991,NA
"1079","chr10",126308034,126308552,519,"*",4,1.96077931060586e-29,1.26793047331338e-20,3.97709865233276e-09,7.83273641768227e-20,-0.304692881341098,-0.260362724158502,"RP11-12J10.3, FAM53B"
"1080","chr12",108237572,108238461,890,"*",5,2.30426655902384e-31,3.88831101127418e-20,4.91296686302479e-10,7.9804902081113e-20,0.331886644838574,0.193830918769828,"RP11-554D14.6"
"1081","chr7",101768610,101768874,265,"*",4,2.48367624147847e-28,2.84679245230603e-21,1.11161740127102e-06,8.16155425373493e-20,-0.350394510590666,-0.326539710697699,"CUX1"
"1082","chr1",89664260,89664782,523,"*",6,1.05568853270985e-27,1.41903344868226e-21,1.26930502089816e-05,8.3586521435227e-20,-0.397161439351549,-0.162038716478689,"GBP4"
"1083","chr15",83315922,83316911,990,"*",7,6.94008805512129e-32,3.89152072589448e-20,2.21428156054001e-06,8.3823767470944e-20,0.3502476551249,0.261145131688328,"RP11-752G15.3, CPEB1"
"1084","chr7",103968615,103970195,1581,"*",8,3.7560596437754e-24,1.05273906837169e-21,5.27874370508418e-05,8.8933304824695e-20,0.292840118027889,0.171676522358672,"LHFPL3"
"1085","chr19",16682794,16683989,1196,"*",10,6.36693401546493e-31,7.9829484724882e-19,3.56529980724265e-06,8.90876027332065e-20,0.017470142637819,0.00580623936044263,"CTD-3222D19.2, SLC35E1"
"1086","chr19",39894559,39894767,209,"*",4,1.00353569514314e-28,8.82253663828808e-21,7.79669113252644e-08,8.94784172574128e-20,-0.300141362048002,-0.249791843186433,NA
"1087","chr1",230882387,230883300,914,"*",7,1.32966019167943e-29,2.05744628856054e-18,1.06246131584178e-05,9.00044105700653e-20,-0.268232002619295,-0.196934905235449,"CAPN9, RP11-99J16__A.2"
"1088","chr17",8338841,8339835,995,"*",9,7.24552964629743e-30,2.24041768659791e-19,1.22228104337396e-06,9.01256123681227e-20,0.00796616447901737,0.0054732576099689,"NDEL1"
"1089","chr14",101192591,101193432,842,"*",8,5.12291769847751e-42,2.42564724580394e-15,1.02754617927081e-09,9.04536495405268e-20,0.446607003065101,0.143721476378466,"DLK1"
"1090","chr22",29706595,29708246,1652,"*",7,4.51126543873406e-24,1.74901017205027e-20,8.71330157838083e-06,9.40731101254137e-20,-0.220059343198931,-0.149307713480283,"GAS2L1"
"1091","chr17",78865087,78866235,1149,"*",6,1.36991966736642e-30,9.93289169971812e-21,9.55574801024619e-07,9.83067645918195e-20,-0.276112889314945,-0.225179716115747,"RPTOR"
"1092","chr2",38302230,38304517,2288,"*",23,5.19862801697954e-20,1.4256910623275e-21,0.00143004063142636,1.01168191854781e-19,0.239947768956494,0.0487090189096728,"CYP1B1-AS1, CYP1B1"
"1093","chr19",54963304,54963396,93,"*",6,1.48348814219168e-27,2.07060920823644e-21,1.47670534758217e-05,1.045487594056e-19,0.250175593562114,0.156372963902724,"LENG8"
"1094","chr4",130014042,130015087,1046,"*",16,2.81557781022578e-32,5.80263214716534e-16,1.0603618660475e-05,1.11307501960791e-19,0.014265576993667,0.00509755836241989,"C4orf33, SCLT1"
"1095","chr7",99933428,99934086,659,"*",12,8.53839831632112e-27,1.07623788142151e-21,0.00019966348265768,1.1131613407137e-19,0.0153347998815731,0.00772974347815347,"STAG3L5P, STAG3L5P-PVRIG2P-PILRB, PILRB, PMS2P1"
"1096","chr1",44411569,44412899,1331,"*",16,1.36102743377823e-28,4.07721416117711e-20,4.87408264618296e-05,1.11841358896385e-19,0.0821138848899014,0.0107394132033228,"IPO13, RP11-7O11.3"
"1097","chr6",18387077,18387809,733,"*",10,1.78016606795755e-27,1.91574479623467e-21,0.000114738560148976,1.14322298883844e-19,0.180001503884432,0.0429871678603258,"RNF144B"
"1098","chr13",28365723,28367741,2019,"*",13,9.36185052380471e-29,8.36025982754741e-21,8.85889151442899e-06,1.14782491666862e-19,0.317488758484217,0.158511257513618,"GSX1"
"1099","chr20",30795283,30795840,558,"*",11,1.90329462478049e-29,9.7927214838171e-19,6.80506806382224e-06,1.18477554837879e-19,0.0132049671065451,0.00424690736769898,"POFUT1, PLAGL2"
"1100","chr8",142528415,142528956,542,"*",2,2.49619539917287e-32,2.14642182893052e-19,1.03070577821825e-14,1.24313646659701e-19,0.347805350408128,0.28869696426932,"AC138647.1"
"1101","chr15",82554584,82555552,969,"*",9,1.4658913904003e-29,6.38438043230164e-20,3.13563055819232e-06,1.26063684682809e-19,0.153964050841286,0.0518351542033918,"FAM154B, EFTUD1"
"1102","chr20",62338600,62339512,913,"*",11,1.31960201119694e-31,3.12873229944715e-16,2.56849204310636e-05,1.26196263863089e-19,0.0172339287112904,0.00413594011543868,"ZGPAT, ARFRP1"
"1103","chr17",40760822,40761818,997,"*",19,8.71675986891666e-29,3.70154729879348e-18,6.65383896434885e-05,1.26541542915038e-19,0.0129776142488997,0.0056222639748132,"TUBG1, FAM134C"
"1104","chr17",43044484,43045884,1401,"*",10,4.22834135967056e-28,2.90148090007556e-20,2.13509546986155e-05,1.30228928781133e-19,0.292394241892324,0.165753105343477,"C1QL1"
"1105","chr13",99852409,99853497,1089,"*",14,1.42092214329622e-27,6.43887773605636e-20,0.000179588306166599,1.36147946595767e-19,0.0161320483560198,0.00477666705092614,"UBAC2, UBAC2-AS1"
"1106","chr5",68710359,68711640,1282,"*",10,9.95854807688891e-26,1.42137420898801e-22,0.000685579922368363,1.38145544975113e-19,0.145623619862076,0.0958001096442189,"RAD17, MARVELD2"
"1107","chr5",93953866,93954865,1000,"*",18,5.88005983287376e-28,1.32988287872906e-18,4.83905576914637e-06,1.38978735811283e-19,0.0506538940258122,0.0106717723035833,"ANKRD32, KIAA0825"
"1108","chr19",22469223,22469533,311,"*",3,1.6336110329226e-29,1.64323174021027e-18,2.88864717816787e-11,1.40922777304974e-19,0.417803556705454,0.282460064080556,"ZNF729"
"1109","chr7",56160409,56161020,612,"*",10,1.2724352732927e-26,5.31755576962495e-22,7.78071863510936e-05,1.42386609025158e-19,0.230320108093745,0.102118592811878,"PHKG1"
"1110","chr8",75896645,75897297,653,"*",6,2.11885070771773e-28,2.74653788690727e-21,1.17193265468761e-06,1.42468160434771e-19,0.261965962414982,0.207059961902442,"CRISPLD1"
"1111","chr13",114927035,114928233,1199,"*",8,1.21843484349379e-33,9.9694303900987e-18,2.45599912501239e-06,1.45497000763383e-19,-0.302384467326143,-0.189345156928465,NA
"1112","chr13",50018044,50019081,1038,"*",13,2.69582305430776e-29,8.40788848121297e-19,4.5780041199195e-05,1.54163912767297e-19,0.0170361595748611,0.00718342513302437,"SETDB2, CAB39L, AL136218.1"
"1113","chr6",32094729,32096728,2000,"*",38,1.32795776200457e-28,1.78464684346577e-16,1.66678221420744e-05,1.54657420804332e-19,-0.201622202345196,0.00201955238008092,"ATF6B, FKBPL"
"1114","chr17",46691543,46692859,1317,"*",12,8.87432144876592e-30,2.58044400366008e-20,1.97827312857646e-05,1.58810079392382e-19,0.288708424164117,0.168670438841122,"HOXB7, HOXB8"
"1115","chr2",113931518,113931565,48,"*",4,5.48154967128952e-28,8.22970566328181e-21,4.90695235015103e-07,1.59299048282307e-19,-0.19658060901486,-0.186554166547214,"PSD4, AC016683.5"
"1116","chr3",101395035,101396084,1050,"*",14,7.35789618955902e-28,1.76972223273956e-18,0.000188806388427895,1.61370034492794e-19,0.0344697795819617,0.00984777459045402,"ZBTB11-AS1, ZBTB11"
"1117","chr4",175204418,175205820,1403,"*",17,2.90013192798738e-27,1.97371486608252e-19,0.000359097669457458,1.62840292082863e-19,0.0392659710814954,0.0137092754709072,"CEP44, FBXO8"
"1118","chr20",43726544,43727089,546,"*",3,4.5990816425694e-33,1.27705264872236e-19,3.91411006995283e-11,1.6313371519698e-19,0.360538618830388,0.277866596008787,"KCNS1"
"1119","chr12",56324837,56326222,1386,"*",12,4.50582524299232e-26,1.20037901938679e-14,1.79183511425817e-05,1.63168909343969e-19,-0.207179014486763,-0.0287451529451476,"DGKA, WIBG"
"1120","chr11",10476608,10477847,1240,"*",8,7.76292840749786e-23,1.13687401748189e-21,0.000103474361734901,1.64169397391927e-19,-0.28648318277812,-0.213996071919145,"AMPD3"
"1121","chr19",42408316,42409117,802,"*",4,6.00319593120918e-29,3.55094992831391e-20,2.67494716677958e-08,1.68353695248348e-19,-0.271306256333298,-0.235927794834487,"ARHGEF1"
"1122","chr11",1006303,1007447,1145,"*",8,1.87828166674124e-32,1.12449026729518e-18,2.14556382263205e-06,1.69214961521444e-19,0.410397038095267,0.174899416349334,"AP2A2"
"1123","chr13",112547370,112548065,696,"*",6,6.1063830212058e-28,4.801313918236e-21,7.69946361143632e-06,1.72327110842745e-19,0.253904896547649,0.205449114300349,NA
"1124","chr21",44312851,44313859,1009,"*",10,4.087691019849e-28,1.16407251430153e-19,4.07560242643891e-06,1.75484082533205e-19,0.0234941536394316,0.00853920249945679,"NDUFV3"
"1125","chr2",182321786,182322841,1056,"*",8,2.54498233160726e-30,3.70584904715749e-21,3.95631207184743e-06,1.77476933978451e-19,0.32280237840278,0.215320638015828,"ITGA4"
"1126","chr12",110010952,110011641,690,"*",19,1.35979865322022e-27,8.0073202004613e-22,0.00052949363658234,1.78777188892946e-19,0.0375918766513914,0.00749801001397337,"MVK, MMAB"
"1127","chr3",16306450,16306823,374,"*",12,1.13412359627508e-28,2.11051516725401e-18,4.89783504816061e-05,1.80584029922312e-19,0.00781250308900556,0.0045487980420835,"OXNAD1, DPH3"
"1128","chr21",40145361,40146149,789,"*",6,4.57091242853333e-25,2.19677284911849e-20,1.13007293501821e-06,1.81291748796849e-19,-0.365544557652588,-0.0848080450029681,NA
"1129","chr5",149828673,149829668,996,"*",14,5.77050795472152e-30,1.21783300409921e-16,0.000199024046589471,1.83964578687091e-19,0.0261132437505827,0.00670313254143492,"RPS14"
"1130","chr1",27319836,27321145,1310,"*",13,2.23138694159163e-29,1.37834914184089e-19,0.000211759608039137,1.8931789414318e-19,0.0115091060524408,0.0050497733473826,"TRNP1"
"1131","chr11",67168617,67169813,1197,"*",8,2.4166107001628e-31,2.95684942479281e-18,4.15549043971895e-06,1.91637259872522e-19,-0.0139274795691653,0.00417077128597535,"PPP1CA"
"1132","chr15",83775931,83777082,1152,"*",8,3.02506858481381e-35,5.77476876271625e-15,1.02947863067203e-09,1.99395639941925e-19,0.406625209135181,0.179445104288549,"TM6SF1"
"1133","chr10",134230646,134231549,904,"*",5,1.64122732316127e-26,4.96342169672652e-21,3.67478235820151e-06,2.00088113659565e-19,-0.315352730793088,-0.126320343311159,"PWWP2B"
"1134","chr5",38258007,38259398,1392,"*",13,9.47309090548044e-29,1.06241658690508e-19,0.000152830293653659,2.00622120648404e-19,0.265641169962558,0.165314415066168,"EGFLAM"
"1135","chr19",50004152,50005045,894,"*",6,3.10727101490756e-29,2.03911855913248e-19,5.83235806430877e-06,2.03442218437588e-19,-0.367785307506545,-0.207881711614813,"hsa-mir-150"
"1136","chr5",110074217,110075285,1069,"*",12,4.97945947436878e-28,6.99809034596512e-19,2.26583503309104e-05,2.05384905320578e-19,0.0494575280863529,0.0156468672507575,"SLC25A46, TMEM232"
"1137","chr5",140762229,140763254,1026,"*",7,1.31713025544518e-27,3.04432453154156e-21,1.57010011608396e-05,2.0574357169339e-19,0.336354701122406,0.246978947432756,"PCDHGA1, PCDHGA2, PCDHGA3, PCDHGB1, PCDHGA4, PCDHGB2, PCDHGA5, PCDHGB3, PCDHGA6, PCDHGA7"
"1138","chr3",11610138,11610613,476,"*",7,5.08122921078e-30,5.98516893630285e-21,2.35751642194715e-05,2.06561371625405e-19,-0.326775376721014,-0.224218932607266,"VGLL4"
"1139","chr8",128808017,128808554,538,"*",3,2.00227893409144e-32,2.25186752983279e-20,6.89944663729635e-09,2.09409600090168e-19,-0.464069707794558,-0.386118131536858,"PVT1"
"1140","chr2",119606631,119607885,1255,"*",10,8.38474932271405e-27,3.07538899872924e-21,4.61098238232603e-05,2.0982994553067e-19,0.255425232886892,0.179517002339465,NA
"1141","chr15",22954287,22955743,1457,"*",11,7.61465541424296e-34,1.02739479726528e-15,9.70876600380122e-08,2.1432322023732e-19,-0.287579417602539,-0.0618689243667301,"CYFIP1"
"1142","chr12",105500971,105501904,934,"*",9,3.1098042781004e-32,1.25009574809606e-15,3.44476270911406e-07,2.17491921542634e-19,0.0161060793470983,0.00680195580806032,"KIAA1033"
"1143","chr10",99400181,99401212,1032,"*",11,2.3086069008404e-28,6.48843714440782e-20,7.53715982115405e-05,2.20192256667829e-19,0.0245580624074866,0.00567502136252032,"PI4K2A, PI4K2A"
"1144","chr2",97426158,97427102,945,"*",10,7.22751299518828e-29,2.98106924125001e-20,2.72381764644697e-06,2.24526344610377e-19,0.0509649851225133,0.014012164822365,"CNNM4"
"1145","chr5",55007918,55008523,606,"*",13,1.32250961641312e-28,4.46998804851617e-18,0.000115644825149394,2.29659248812374e-19,0.0101978698946908,0.00361810265420969,"SLC38A9"
"1146","chr8",67686767,67687675,909,"*",11,1.21341751884211e-27,2.18405027699391e-20,7.10610626286112e-05,2.3137078809273e-19,-0.013895803550128,0.00594093938936252,"C8orf44-SGK3, SGK3"
"1147","chr20",43936853,43938184,1332,"*",7,2.78638276080812e-28,2.12589946230111e-20,1.67556835014588e-06,2.33049307754007e-19,0.288625381977354,0.173698670996006,"RBPJL, MATN4"
"1148","chr19",22990066,22990650,585,"*",3,5.77158759383771e-29,5.15485484559457e-20,3.68194269399408e-10,2.34884236099064e-19,0.402017003448666,0.312461490653179,NA
"1149","chr14",68086242,68087339,1098,"*",15,8.18363871682923e-29,8.25688298040426e-19,0.000128096753587259,2.35809929519273e-19,0.0189095885482411,0.00808241929653694,"ARG2"
"1150","chr12",54321302,54322092,791,"*",5,9.3092892209684e-33,6.18007787470039e-18,1.12751709124852e-09,2.4359296040481e-19,0.467860716298026,0.244841581701643,NA
"1151","chr1",228336717,228337776,1060,"*",8,2.06119225515506e-28,2.40974816601504e-21,6.54244618471209e-05,2.43731957565374e-19,-0.253500887461164,-0.182550620443027,"GJC2"
"1152","chr13",31191332,31192462,1131,"*",11,6.75054174901672e-31,6.12424287279417e-17,6.14247205774081e-06,2.46374263833906e-19,0.0132669148756861,0.00632784952846002,"USPL1, HMGB1"
"1153","chr19",53561386,53561973,588,"*",4,1.40427938746388e-28,1.23680788585732e-18,5.84724159871776e-11,2.46596604589806e-19,0.441617666615326,0.243812341508599,NA
"1154","chr2",210288244,210289210,967,"*",8,4.11352501560805e-27,1.12030646045105e-19,2.98769818339656e-05,2.64354995140658e-19,-0.236265846904396,-0.00953847864570437,"MAP2"
"1155","chr1",181451906,181453051,1146,"*",12,3.43236547970239e-25,2.8612376629998e-21,0.000365782697368831,2.71168647793969e-19,0.287157194617243,0.16845926225638,"CACNA1E"
"1156","chr6",170615273,170615920,648,"*",10,2.79436518643263e-27,1.73564672994899e-19,2.15068297642279e-05,2.7636819918311e-19,0.0672313561965737,0.0101737068509354,"FAM120B"
"1157","chr1",942161,943064,904,"*",11,3.56869281314778e-25,3.12183869237083e-21,5.11105945427574e-05,2.88436461489924e-19,-0.274266030745889,-0.182916173625758,NA
"1158","chr6",30165961,30167403,1443,"*",27,3.14995643263376e-30,4.93736665948888e-18,0.000504909075201879,3.06334420562615e-19,0.0858344899910435,-0.00906015278434046,"TRIM26"
"1159","chr3",20226964,20227809,846,"*",10,7.26375248380164e-27,2.45112279775339e-15,1.58359737247475e-06,3.06986404657832e-19,-0.315319862993605,-0.0318394081777092,"SGOL1-AS1, SGOL1"
"1160","chr11",75428910,75429059,150,"*",4,1.18179685887768e-27,1.88735069090632e-20,4.5560042253935e-07,3.14407414412635e-19,-0.265064856079115,-0.238342241780739,"MOGAT2"
"1161","chr12",113913695,113914611,917,"*",6,1.09182783938791e-28,1.53522271521806e-18,4.76991769624857e-09,3.15179946641326e-19,0.369282652433549,0.180244132334753,"RP11-82C23.2"
"1162","chr13",114880761,114881441,681,"*",6,6.22240496483912e-31,2.3563073987856e-19,1.80272637866302e-06,3.25105595983237e-19,-0.382557906334456,-0.220748137302051,"RASA3"
"1163","chr11",66035267,66036614,1348,"*",33,8.99280788578466e-29,2.20920375008479e-20,0.00440838929434985,3.29793639510447e-19,0.0322977339296641,0.00711255021527601,"KLC2, RAB1B, RP11-867G23.2"
"1164","chr6",31926196,31927208,1013,"*",23,6.29306144765145e-33,6.37864057649831e-16,0.000124931014952398,3.3007711462276e-19,0.0108620153872921,0.00489929779148883,"SKIV2L, NELFE"
"1165","chr1",11795409,11796573,1165,"*",14,1.50355406873903e-27,2.43500745932757e-20,0.00015572318399151,3.32517092859431e-19,0.0873291134862535,0.0175445167153622,"AGTRAP"
"1166","chr20",61637360,61638433,1074,"*",5,2.03247745722151e-24,2.48770186966452e-20,9.64906995299404e-07,3.38227104857896e-19,0.242566108207746,0.202051123739204,"BHLHE23"
"1167","chr11",3818253,3819539,1287,"*",19,4.89804211897345e-32,3.65913413493833e-16,0.000189034527630017,3.38404960067758e-19,-0.0296940889820521,0.00389298567669092,"PGAP2, NUP98"
"1168","chr2",228336240,228337553,1314,"*",10,6.66109666515969e-30,7.9616409500643e-17,1.2286032971809e-05,3.4044717047077e-19,-0.0126293549499699,0.0029181900319986,"MIR5703, AGFG1"
"1169","chr15",85923272,85924667,1396,"*",14,3.92780047589353e-31,9.83722180254033e-19,1.45673694730168e-05,3.44453628970256e-19,0.0248803093019538,0.00811005792219105,"AKAP13"
"1170","chr10",8093416,8095173,1758,"*",10,4.27705396989081e-30,3.36106852379981e-20,5.02960758341144e-06,3.45797426754747e-19,0.319454123461676,0.18735778128832,"RP11-379F12.4, GATA3-AS1, RP11-379F12.3"
"1171","chr17",5018984,5019840,857,"*",8,3.10198083824909e-28,1.36137631268467e-19,8.8642918078218e-06,3.50897326072201e-19,0.293112715835093,0.168202340986946,"USP6, ZNF232"
"1172","chr6",99962992,99963512,521,"*",10,6.32004509300637e-29,1.44293568076699e-19,1.43703475275425e-05,3.58182282463329e-19,0.0120106545614868,0.00649320894866803,"USP45"
"1173","chr12",117468061,117468529,469,"*",5,8.51821725462341e-27,7.86549967812621e-21,6.60280269809422e-06,3.59418578237108e-19,0.26475348914805,0.230901926370572,"FBXW8"
"1174","chr17",75373040,75373457,418,"*",5,1.31102085637364e-27,1.38986537436199e-20,2.75678881569806e-06,3.75584818718126e-19,0.379122817368001,0.260638192442868,"SEPT9, RP11-936I5.1"
"1175","chr18",56940022,56941246,1225,"*",7,4.34227094011384e-30,2.15924494301373e-18,5.4509253210716e-08,3.78661539249285e-19,0.294997648405969,0.172801090121683,"RAX"
"1176","chr4",128801899,128802479,581,"*",9,5.27227900272617e-28,7.61405922885964e-19,2.38705296036074e-06,3.8641173103005e-19,0.020227726070224,0.00971184708497086,"PLK4"
"1177","chr10",115860280,115860959,680,"*",6,2.34102881680665e-32,8.58563863111769e-19,1.6068216745979e-07,3.89603125525578e-19,-0.351876773714024,-0.146760821313721,NA
"1178","chr6",30737007,30737455,449,"*",6,2.25415385787206e-26,3.17525952266889e-21,6.04172925787023e-05,3.94904396584049e-19,-0.273825165306842,-0.214519926168488,"HCG20"
"1179","chr14",37132291,37133285,995,"*",6,1.85535293281089e-31,1.64606199356754e-19,2.3396582240151e-06,4.04779161035039e-19,0.317204364094091,0.205245328675683,"PAX9"
"1180","chr2",162283189,162284644,1456,"*",11,3.53391361771708e-24,8.30380014284497e-20,1.43014053112481e-05,4.10501429396742e-19,0.292057213099059,0.176488550149449,"AC009487.5, SLC4A10"
"1181","chr16",6623738,6624293,556,"*",6,2.34662603685166e-32,1.06023197698831e-15,1.21997032720717e-10,4.2435926417463e-19,0.332479495006527,0.156769513374927,"RP11-420N3.2, RBFOX1, RP11-468I15.1"
"1182","chr5",140797172,140798188,1017,"*",8,1.93868464496346e-26,3.38952681844949e-21,3.19105551072713e-05,4.26750600722069e-19,0.24149746376164,0.207667268659084,"PCDHGA1, PCDHGA2, PCDHGA3, PCDHGB1, PCDHGA4, PCDHGB2, PCDHGA5, PCDHGB3, PCDHGA6, PCDHGA7, PCDHGB4, PCDHGA8, PCDHGA9, PCDHGB6, PCDHGA10, PCDHGB7"
"1183","chr18",34408166,34409401,1236,"*",14,4.27935388326187e-30,1.14635739696753e-15,3.73313340030519e-07,4.28519251165191e-19,0.0268056420442755,0.00647249874169402,"KIAA1328, TPGS2"
"1184","chr7",27281216,27282987,1772,"*",18,3.84307554410234e-25,6.34145144470299e-22,0.0026866302640858,4.30090884232044e-19,0.228006134040304,0.159460609312843,"EVX1, EVX1-AS"
"1185","chr14",97263458,97264415,958,"*",10,1.05836028657059e-27,5.91046769111339e-19,6.9064236994232e-06,4.50432991970634e-19,0.0393655928887939,0.0122751631195101,"VRK1"
"1186","chr12",130526797,130527106,310,"*",6,1.64354207408016e-26,6.10637442205553e-21,1.05401491340337e-05,4.52272367446927e-19,0.235520366977408,0.174598256436575,"RP11-474D1.4, RP11-474D1.3"
"1187","chr6",41020450,41021161,712,"*",4,5.29418968141916e-28,7.2812274025339e-20,4.49822173387318e-08,4.61858429656736e-19,0.374127817641265,0.248371317320703,"APOBEC2, OARD1"
"1188","chr10",729204,729956,753,"*",8,2.42531325689684e-28,2.53058072845069e-20,2.69180343196758e-05,4.62192993463382e-19,-0.313948432084742,-0.223487110012197,"DIP2C"
"1189","chr20",37302636,37303484,849,"*",7,3.80753141371248e-28,8.38329909775341e-19,1.14409863313344e-06,4.66541886676937e-19,0.241828417468163,0.173569054383946,NA
"1190","chr1",91194674,91195895,1222,"*",8,9.21173566584954e-33,1.51808524176348e-16,2.19655894890792e-07,4.73459142104877e-19,0.315247496946925,0.160730995620037,NA
"1191","chr5",34915057,34916224,1168,"*",14,2.54952753339447e-26,3.02716202257866e-20,0.000213729364896296,4.90107840444286e-19,0.0242123580988376,0.0105364432732193,"BRIX1, RAD1"
"1192","chr8",101117949,101118899,951,"*",10,1.11108731833953e-34,5.75729951800618e-13,4.60379865265861e-07,5.06146339838864e-19,0.315426353419931,0.148682606274994,"RGS22"
"1193","chr2",120124281,120125235,955,"*",14,4.42579814672837e-27,9.91537908793333e-22,0.000701633456925927,5.15552143330219e-19,0.0407235588669351,0.00930342974014851,"DBI, C2orf76"
"1194","chr12",133463607,133464892,1286,"*",25,6.67897589652517e-26,4.0477869099648e-21,0.00189618584422507,5.16990071675047e-19,0.134274970701809,0.0184326915870604,"RP11-46H11.12, CHFR"
"1195","chr11",63894400,63894802,403,"*",4,2.88570470387736e-27,3.11623687581407e-20,8.64141461755184e-08,5.22312904559109e-19,0.260203480053038,0.227771949488179,"MACROD1"
"1196","chr15",78631512,78632677,1166,"*",16,6.25410433653535e-32,2.25976763726955e-18,0.000239476948353746,5.26878044784559e-19,0.315426847297826,0.112623891440744,"CRABP1"
"1197","chr3",147136463,147137503,1041,"*",7,1.11398760210495e-28,8.20899720578654e-20,5.70795882897882e-07,5.27665984147152e-19,0.288114424291863,0.22555117500857,"ZIC1"
"1198","chr6",110501077,110501899,823,"*",11,9.21784041746762e-27,7.36781373122773e-21,0.000318953278795102,5.52913037541687e-19,0.0319914147249572,0.0156538511138737,"CDC40, WASF1"
"1199","chr11",71163743,71164601,859,"*",10,2.56088812532529e-28,5.37320466196117e-19,3.80289921225433e-06,5.58252455014551e-19,0.0122119718202017,0.00528331265787633,"NADSYN1, DHCR7"
"1200","chr7",45613825,45615337,1513,"*",6,1.28512841613114e-27,7.85380813127177e-21,2.67697146516403e-05,5.66286755820226e-19,0.261721541480175,0.200203944239489,"ADCY1"
"1201","chr7",56515510,56516425,916,"*",11,2.02190033295892e-26,4.33957319171193e-19,9.84854064955905e-05,5.78046394651856e-19,0.236039243333502,0.150960163534084,"RP13-492C18.2"
"1202","chr1",70670919,70671762,844,"*",16,3.70483759556264e-28,2.12082677663863e-18,8.77002680989331e-06,5.78354865639784e-19,-0.0181498810565425,0.00442864517664057,"SRSF11, LRRC40"
"1203","chr17",4045930,4047033,1104,"*",14,3.89179906933564e-27,7.84287393269616e-19,8.11378396116126e-05,5.84173195984178e-19,0.0861387934320361,0.0116660583169141,"CYB5D2, ZZEF1"
"1204","chr19",1132256,1132966,711,"*",8,9.77229866225064e-26,1.542409788261e-21,0.000311318636552061,5.94546397109392e-19,-0.411303197929388,-0.331055672805722,"SBNO2"
"1205","chr11",94134015,94135029,1015,"*",11,3.42770293591677e-27,4.04766162752874e-21,0.000239705863045553,6.1770830905444e-19,0.217615625754017,0.141068464671316,"GPR83"
"1206","chr1",40598394,40599011,618,"*",6,1.22908302674342e-29,2.11766242646682e-17,1.02769313388344e-08,6.37754117883014e-19,0.276846929600241,0.172423322891603,"RP11-115D7.3"
"1207","chr11",10772408,10773290,883,"*",11,1.46021876991069e-28,1.62317948964045e-17,6.65133620803524e-06,6.4480919578508e-19,0.0287215368034898,0.0082749472572348,"CTR9"
"1208","chr7",92462706,92463767,1062,"*",11,8.43073065477529e-28,2.05001318054253e-19,2.78696715861696e-05,6.55726423880748e-19,0.0110905094101888,0.00595119246517848,"CDK6"
